Item Number,Commodity Type,Agile Commodity Code,Component Supplier Name,Volume YTD, Spend YTD , Savings YTD , Price YTD 
0104065J16,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,1615," $45,598.19 ", $155.89 , $28.21 
0104065J18,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J18-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J42-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104065J43-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104065J47,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104065J48,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104065J52,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J52-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J58,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J58-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J59,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J59-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J74,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J74-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J84,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J84-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J98,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,119745.4," $357,232.32 "," $44,478.82 ", $2.99 
0104065J98-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104065J99,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104065J99-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104066J01,Mech Assembly,Mechanical Assembly - Subassembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0104066J02,Mech Assembly,Mechanical Assembly - Subassembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0104067J01,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J01-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J02,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J02-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J09,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0104067J10,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0104067J49,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J49-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J54,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J54-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J55,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J55-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J56,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J56-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104067J98,Chargers,Power - Charger,Pan International Electronics (Malaysia) Sdn Bhd,382," $11,147.14 "," $(1,767.94)", $29.18 
0104068J38,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104068J38-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104068J70,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104068J70-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104068J91,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104068J91-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,1128, $886.95 , $-   , $0.79 
0104068J96,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104068J96-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104068J97,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104068J97-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104068J98,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104068J98-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104069J02,DLL,"DLL - Linear - Clock generators, Timers",Sanmina-SCI Systems (Malaysia) Sdn Bhd,530," $3,243.60 ", $-   , $6.12 
0104070J57,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0104070J63,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,16658," $28,023.90 "," $3,592.98 ", $1.53 
0104070J63-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,100, $59.62 , $-   , $0.60 
0104070J85,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0104074J16,Plastics,Plastics - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,734," $3,405.39 ", $-   , $4.64 
0104074J18,Plastics,Plastics - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,942," $4,368.24 ", $-   , $4.64 
0104074J19-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,1762," $1,231.13 ", $10.20 , $0.69 
0104074J41-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104074J53-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104075J11,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104075J11,Mech Assembly,Mechanical Assembly - Subassembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,25, $27.94 , $(2.18), $1.12 
0104075J11-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,1132, $260.51 , $3.25 , $0.23 
0104075J37,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104075J37-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,336, $189.37 , $(44.10), $0.56 
0104075J45,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104075J45-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,33264," $27,887.86 "," $(1,107.30)", $0.84 
0104075J49,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,1808," $52,644.97 ", $94.56 , $29.12 
0104075J81,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,543," $15,607.83 "," $(7,882.01)", $28.74 
0104075J82,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104075J85,Mech Assembly,Mechanical Assembly - Subassembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0104075J93,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0104076J04,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,468," $13,431.50 ", $24.93 , $28.69 
0104076J16,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,770," $22,090.05 ", $40.75 , $28.68 
0104077J02,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0104077J44,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,270, $183.38 , $-   , $0.68 
0104077J44-CONV,Mech Assembly,MSA-CONV,Pan International Electronics (Malaysia) Sdn Bhd,500, $130.75 , $-   , $0.26 
0104077J49,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104077J49-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104077J52,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0104077J52-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105950U32,Plastics,Plastics - Assembly,Sanmina Corporation.,334," $1,467.60 ", $-   , $4.39 
0105950U74,EMS,EMS - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,19214," $268,477.22 ", $-   , $13.97 
0105951U67,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105951U67-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105951U73,Plastics,Plastics - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,3865," $9,391.95 ", $10.44 , $2.43 
0105952U37,Plastics,Plastics - Assembly,Sanmina Corporation.,5284," $12,892.96 ", $-   , $2.44 
0105957U67,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105957U67-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105957U78,Plastics,Plastics - Assembly,Sanmina Corporation.,6102," $8,237.70 ", $-   , $1.35 
0105958T77,Plastics,Plastics - Assembly,Sanmina Corporation.,480," $2,411.52 ", $-   , $5.02 
0105958U02,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0105958U03,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0105958U04,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0105958U12,Plastics,Plastics - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2015," $2,538.90 ", $4.63 , $1.26 
0105958U15,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105958U15-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105958U65,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0105959U07,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105959U07-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105959U48,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105959U48-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105959U90,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105959U90-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105960U13,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0105960U13-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0164002V01,JDM,JDM,Auctus Microelectronics Technologies (Shenzhen) Ltd.,288, $691.20 , $-   , $2.40 
0171149Y10,Manuals/Packaging,Packaging - Box,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0173000B66,EMS,EMS - Spare Part,Sanmina Corporation.,0, $-   , $-   , $-   
0173000B66-CONV,EMS,EMS-CONV,Sanmina Corporation.,1449," $21,970.27 ", $(476.64), $15.18 
0180291K05,Cables,Cable - Assembly,Sanmina Corporation.,0, $-   , $-   , $-   
0180706G48,EMS,EMS - Spare Part,Sanmina Corporation.,21, $36.13 , $-   , $1.72 
0180706G61,EMS,Legacy - EMS,Sanmina-SCI Systems (Malaysia) Sdn Bhd,190, $818.90 , $(0.18), $4.31 
0180706G62,Mech Assembly,Legacy - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,190, $459.80 , $0.12 , $2.42 
0180706G75-CONV,EMS,EMS-CONV,Sanmina Corporation.,1, $29.90 , $1.78 , $29.90 
0180706H03,Mech Assembly,Legacy - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,12, $35.52 , $0.02 , $2.96 
0180706H27,PCB,PCB - Rigid Standard,Sanmina Corporation.,222," $20,379.60 ", $-   , $91.80 
0180706H53-CONV,EMS,EMS-CONV,Sanmina Corporation.,5, $219.45 , $0.13 , $43.89 
0180706H85,EMS,EMS - Assembly,Sanmina Corporation.,0, $-   , $-   , $-   
0180706H85-CONV,EMS,EMS-CONV,Sanmina Corporation.,631," $42,358.50 "," $(2,702.85)", $67.14 
0180706H87-CONV,EMS,EMS-CONV,Sanmina Corporation.,4, $73.23 , $0.79 , $18.31 
0180706H95,PCB,PCB - Rigid Standard,Sanmina Corporation.,640," $60,313.60 ", $-   , $94.24 
0180706J18,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,64943," $267,747.00 "," $(19,482.72)", $4.12 
0180706J39,PCB,PCB - Rigid Standard,Sanmina Corporation.,10," $1,367.30 ", $-   , $136.73 
0180706J73,PCB,PCB - Rigid Standard,Sanmina Corporation.,0, $-   , $-   , $-   
0180706K30-CONV,EMS,EMS-CONV,Sanmina Corporation.,12, $194.83 , $0.99 , $16.24 
0180706K31,EMS,EMS - HLA - Backplane,Sanmina Corporation.,0, $-   , $-   , $-   
0180706K31-CONV,EMS,EMS-CONV,Sanmina Corporation.,2368," $169,983.28 "," $(11,925.65)", $71.78 
0180706K41,EMS,EMS - Assembly,Sanmina Corporation.,0, $-   , $-   , $-   
0180706K41-CONV,EMS,EMS-CONV,Sanmina Corporation.,10578," $135,696.78 "," $(3,605.33)", $12.83 
0180706K42-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,4, $19.82 , $(1.80), $4.96 
0180706K45,EMS,EMS - HLA - Backplane,Sanmina Corporation.,0, $-   , $-   , $-   
0180706K45-CONV,EMS,EMS-CONV,Sanmina Corporation.,54," $5,139.40 ", $0.21 , $95.18 
0180706K60,EMS,EMS - HLA - Backplane,Sanmina Corporation.,0, $-   , $-   , $-   
0180706K60-CONV,EMS,EMS-CONV,Sanmina Corporation.,526," $148,018.56 "," $(18,421.77)", $281.47 
0180706K61-CONV,EMS,EMS-CONV,Sanmina Corporation.,12, $553.07 , $2.59 , $46.16 
0180706K76,PCB,PCB - Rigid Standard,Sanmina Corporation.,8042," $169,605.78 ", $-   , $21.09 
0180706K79,Mech Assembly,Legacy - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,26148," $435,364.20 "," $(49,681.20)", $16.65 
0180706K84,PCB,PCB - Rigid Standard,Sanmina Corporation.,43," $12,900.00 ", $-   , $300.00 
0180706K94,PCB,PCB - Rigid Standard,Sanmina Corporation.,4505," $95,010.45 ", $-   , $21.09 
0180706L10,PCB,PCB - Rigid Standard,Sanmina Corporation.,0, $-   , $-   , $-   
0180707K86,No Commodity,N/A or Internally Manufactured,Sanmina Corporation.,1115," $25,299.35 ", $-   , $22.69 
0180707K87,PCB,PCB - Rigid Standard,Sanmina Corporation.,320," $6,748.80 ", $-   , $21.09 
0180707K91,PCB,PCB - Rigid Standard,Sanmina Corporation.,1, $29.21 , $-   , $29.21 
0180733E56,EMS,EMS - Spare Part,Sanmina Corporation.,0, $-   , $-   , $-   
0180733E61,No Commodity,Legacy - Miscellaneous,Sanmina Corporation.,0, $-   , $-   , $-   
0180742T06,Connectors,Connector - Custom,Sanmina Corporation.,0, $-   , $-   , $-   
0180750T52,Cables,Cable - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,43737," $24,516.90 ", $373.32 , $0.56 
0182297T14,Cables,Cable - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,3, $177.08 , $(14.71), $59.03 
0182908Y05,Metals,Metals - Sheet Metal,Sanmina Corporation.,0, $-   , $-   , $-   
0182989R26,Mech Assembly,Mechanical Assembly - Subassembly,Sanmina Corporation.,0, $-   , $-   , $-   
0182989R27,Mech Assembly,Mechanical Assembly - Subassembly,Sanmina Corporation.,0, $-   , $-   , $-   
0182989R28,Mech Assembly,Legacy - Assembly,Sanmina Corporation.,7, $13.58 , $-   , $1.94 
0182989R29,Mech Assembly,Mechanical Assembly - Subassembly,Sanmina Corporation.,0, $-   , $-   , $-   
0182989R31,Mech Assembly,Mechanical Assembly - Subassembly,Sanmina Corporation.,14, $50.89 , $-   , $3.64 
0182989R36,Mech Assembly,Legacy - Assembly,Sanmina Corporation.,0, $-   , $-   , $-   
0183748Y02,EMS,Legacy - EMS,Sanmina Corporation.,0, $-   , $-   , $-   
0183824X02,Antennas,Antenna - Miscellaneous,Sanmina Corporation.,7, $151.90 , $-   , $21.70 
0184847Y02,EMS,EMS - Assembly,Sanmina Corporation.,0, $-   , $-   , $-   
0184847Y02-CONV,EMS,EMS-CONV,Sanmina Corporation.,712," $152,756.36 "," $(83,942.51)", $222.25 
0185933M07,Accessories,Accessory - Audio Device,Sanmina Corporation.,814," $6,512.00 ", $-   , $8.00 
0186438Z04,EMS,EMS - Finished Goods,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0186438Z04-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,339, $148.52 , $(10.99), $0.44 
0186438Z06-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
0187312F03,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0187315P01,Plastics,Plastics - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,119895," $95,130.69 "," $33,479.21 ", $0.79 
0187316F02,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0187463P01,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0187464P01,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0187506V93,Metals,Metals - Stamping,Sanmina-SCI Systems (Malaysia) Sdn Bhd,100, $30.75 , $(10.75), $0.31 
0187780P05,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0187780P05-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0187910P02,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0187910P02-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0187959V09,Mech Assembly,Mechanical Assembly - Subassembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0187959V09-CONV,Mech Assembly,MSA-CONV,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0188809V36,Mech Assembly,Mechanical Assembly - Subassembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0188809V36,Mech Assembly,Mechanical Assembly - Subassembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1659," $7,716.83 ", $(31.33), $4.66 
0188809V42,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
0188948P01,Plastics,Plastics - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,523640," $324,394.98 "," $5,184.04 ", $0.62 
0189148F02,Chargers,Power - Charger,Pan International Electronics (Malaysia) Sdn Bhd,360," $1,140.48 ", $-   , $3.17 
0189304P02,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189304P02-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189772F02,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189772F02-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189772F03,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189772F03-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189773P03,Plastics,Plastics - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,32937," $72,626.09 "," $8,557.03 ", $2.21 
0189845P03,Batteries,Batteries - Pack - NiMh,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1106," $3,586.21 ", $-   , $3.24 
0189854P01,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189854P01-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189858P01,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189858P01-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
0189876F01,Plastics,Plastics - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,286832," $179,528.15 "," $(1,835.72)", $0.63 
0200120945,Metals,Metals - Hardware,Sanmina Corporation.,480, $9.60 , $-   , $0.02 
02009276001,Metals,Metals - Hardware,Sanmina Corporation.,61558," $13,234.97 ", $137.01 , $0.22 
02009277001,Connectors,Connector - Custom,Sanmina Corporation.,7555," $2,266.50 ", $-   , $0.30 
0210239A03,Metals,Metals - Hardware,Sanmina Corporation.,0, $-   , $-   , $-   
0210971A16,Metals,Metals - Hardware,Sanmina Corporation.,7, $0.02 , $-   , $0.00 
0210971A37,Metals,Metals - Hardware,Sanmina Corporation.,16722, $384.61 , $-   , $0.02 
0275791C01,Metals,Metals - Hardware,Sanmina Corporation.,8412," $1,310.59 ", $-   , $0.16 
0275935M01,Metals,Metals - Hardware,Sanmina-SCI Systems (Malaysia) Sdn Bhd,678, $96.95 , $-   , $0.14 
0300007342,Metals,Metals - Hardware,Sanmina Corporation.,0, $-   , $-   , $-   
0300138021,Metals,Metals - Hardware,Sanmina Corporation.,0, $-   , $-   , $-   
