Item Number,Commodity Type,Agile Commodity Code,Component Supplier Name,Volume YTD, Spend YTD , Savings YTD , Price YTD 
5171493H01,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,109," $12,317.00 ", $-   , $113.00 
5171501N01,DLL,DLL - Linear,Texas Instruments Incorporated,25581," $8,697.54 ", $-   , $0.34 
5171511H01,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,0, $-   , $-   , $-   
5171517H01,VLSI - APPW,VLSI - Audio Codec,Sanmina Corporation.,-5, $(6.20), $-   , $1.24 
5171533H01,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,6, $252.00 , $-   , $42.00 
5171573H01,Memory,Memory - SRAM,Sanmina Corporation.,32, $81.28 , $-   , $2.54 
5171590Y27,DLL,DLL - Linear,Sanmina Corporation.,4, $0.74 , $-   , $0.19 
5171590Y33,DLL,DLL - Linear,Sanmina Corporation.,90, $45.00 , $-   , $0.50 
5171590Y34,DLL,DLL - Linear,Sanmina Corporation.,6, $1.12 , $-   , $0.19 
5171590Y38,DLL,DLL - Linear,Texas Instruments Incorporated,1473, $569.59 , $(8.38), $0.38 
5171590Y52,DLL,DLL - Linear,Sanmina Corporation.,814, $814.00 , $-   , $1.00 
5171590Y55,DLL,DLL - Linear,Sanmina Corporation.,2, $1.75 , $-   , $0.88 
5171590Y67,DLL,DLL - Linear,Texas Instruments Incorporated,256, $372.48 , $-   , $1.46 
5171590Y69,DLL,DLL - Linear,Sanmina Corporation.,6, $1.72 , $-   , $0.29 
5171590Y73,DLL,DLL - Linear,Texas Instruments Incorporated,124352," $45,388.48 ", $-   , $0.37 
5171590Y76,DLL,DLL - Linear,Sanmina Corporation.,90, $147.60 , $-   , $1.64 
5171590Y84,DLL,DLL - Linear,Texas Instruments Incorporated,144, $261.36 , $-   , $1.82 
5171590Y97,DLL,DLL - Linear,Texas Instruments Incorporated,9000," $2,637.00 ", $-   , $0.29 
5171613L01,DLL,DLL - Linear,Texas Instruments Incorporated,68982," $38,239.50 "," $5,752.72 ", $0.64 
5171614M03,Memory,Memory - DRAM,Sanmina-SCI Systems (Malaysia) Sdn Bhd,17192," $23,037.28 ", $-   , $1.34 
5171654H01,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,11539, $923.12 , $-   , $0.08 
5171654H01,DLL,DLL - Logic,Texas Instruments Incorporated,16000," $1,280.00 ", $56.06 , $0.08 
5171655H01,DLL,DLL - Linear,Sanmina Corporation.,56, $30.80 , $-   , $0.55 
5171656H01,DLL,DLL - Linear,Texas Instruments Incorporated,119294," $15,508.22 ", $-   , $0.13 
5171657H01,DLL,DLL - Linear,Texas Instruments Incorporated,46922," $114,958.90 ", $-   , $2.45 
5171658H01,DLL,DLL - Linear,Texas Instruments Incorporated,30738," $54,713.64 ", $-   , $1.78 
5171659H01,DLL,DLL - Linear,Texas Instruments Incorporated,30738," $76,845.00 ", $-   , $2.50 
5171660H01,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,-2, $(45.08), $-   , $22.54 
5171668H01,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation.,-2, $(26.08), $-   , $13.04 
5171672H01,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9284," $1,039.81 ", $-   , $0.11 
5171672H01,DLL,DLL - Logic,Texas Instruments Incorporated,7935, $888.72 , $-   , $0.11 
5171673N01,DLL,DLL - Linear,Wpg South Asia Pte Ltd,1074, $379.34 , $-   , $0.35 
5171674H01,DLL,DLL - Linear,Texas Instruments Incorporated,72075," $30,415.65 ", $-   , $0.42 
5171675M01,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,297," $2,619.54 ", $-   , $8.82 
5171679H01,DLL,DLL - Linear,Texas Instruments Incorporated,93362," $61,618.92 ", $-   , $0.66 
5171682C01,DLL,DLL - Linear,Sanmina Corporation.,2, $3.63 , $-   , $1.82 
5171682H01,DLL,DLL - Linear,Texas Instruments Incorporated,82428," $38,741.16 ", $-   , $0.47 
5171686H01,DLL,DLL - Linear,Texas Instruments Incorporated,30196," $23,854.84 ", $-   , $0.79 
5171687H01,DLL,DLL - Linear,Texas Instruments Incorporated,30196," $16,305.84 ", $-   , $0.54 
5171692H01,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,43177," $14,464.30 ", $-   , $0.34 
5171692H01,DLL,DLL - Logic,Texas Instruments Incorporated,59986," $20,095.31 ", $-   , $0.34 
5171732H01,DLL,DLL - Linear,Texas Instruments Incorporated,13948," $4,561.00 ", $-   , $0.33 
5171734H01,DLL,DLL - Linear,Texas Instruments Incorporated,222250," $60,007.50 ", $-   , $0.27 
5171751H02,DLL,DLL - Linear,Texas Instruments Incorporated,925," $2,960.00 ", $(9.25), $3.20 
5171756L01,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
5171761H01,DLL,DLL - Linear,Texas Instruments Incorporated,117041," $41,315.47 ", $-   , $0.35 
5171763H01,DLL,DLL - Linear,Texas Instruments Incorporated,187688," $32,470.02 ", $-   , $0.17 
5171765H01,DLL,DLL - Linear,Texas Instruments Incorporated,14854," $12,507.07 ", $-   , $0.84 
5171766H01,DLL,DLL - Linear,Texas Instruments Incorporated,0, $-   , $-   , $-   
5171766H01,DLL,DLL - Linear,Wpg South Asia Pte Ltd,3144," $2,255.40 ", $(130.23), $0.73 
5171767H01,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,194722," $21,419.42 ", $-   , $0.11 
5171767H01,DLL,DLL - Logic,Texas Instruments Incorporated,269407," $29,634.77 ", $(934.42), $0.11 
5171768H01,DLL,DLL - Linear,Texas Instruments Incorporated,30062," $2,254.65 ", $-   , $0.08 
5171769H01,DLL,DLL - Linear,Texas Instruments Incorporated,93844," $53,772.61 ", $-   , $0.57 
5171774H01,DLL,DLL - Linear,Texas Instruments Incorporated,282606," $132,824.82 ", $14.30 , $0.47 
5171774H01,DLL,DLL - Linear,Wpg South Asia Pte Ltd,71690," $35,294.50 ", $83.28 , $0.49 
5171779H01,DLL,DLL - Linear,Texas Instruments Incorporated,204071," $21,019.31 ", $-   , $0.10 
5171779H02,DLL,DLL - Linear,Texas Instruments Incorporated,188, $33.84 , $-   , $0.18 
5171784H01,DLL,DLL - Logic,Texas Instruments Incorporated,11634," $1,291.37 ", $-   , $0.11 
5171791M01,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,297, $288.09 , $(1.19), $0.97 
5171840D01,DLL,DLL - Linear,Texas Instruments Incorporated,22642," $4,415.19 ", $-   , $0.20 
5171885H01,DLL,DLL - Linear,Texas Instruments Incorporated,79261," $24,967.22 ", $-   , $0.32 
5171909H01,DLL,DLL - Linear,Texas Instruments Incorporated,1457," $2,447.76 ", $-   , $1.68 
5171961H01,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation.,1457," $4,443.85 ", $-   , $3.05 
5171988H01,DLL,DLL - Linear,Texas Instruments Incorporated,32692," $11,442.20 ", $-   , $0.35 
5172113Y03,DLL,DLL - Linear,Sanmina Corporation.,2, $16.50 , $-   , $8.25 
5172113Y08,DLL,DLL - Linear,Sanmina Corporation.,4, $1.34 , $-   , $0.34 
5175006H01,DLL,DLL - Linear,Wpg South Asia Pte Ltd,120, $57.24 , $37.96 , $0.48 
5175006H02,DLL,DLL - Linear,Wpg South Asia Pte Ltd,412440," $146,284.89 "," $3,430.83 ", $0.36 
5175008H03,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation.,1457," $24,725.29 ", $-   , $16.97 
5175053M01,VLSI - RF,VLSI - RFIC,Sanmina Corporation,34, $331.50 , $(114.24), $9.75 
5175110H01,DLL,DLL - Linear,Texas Instruments Incorporated,221408," $63,101.28 ", $-   , $0.29 
5175114H01,DLL,DLL - Logic,Sanmina Corporation.,560, $32.37 , $(1.29), $0.06 
5175119H01,DLL,DLL - Linear,Texas Instruments Incorporated,130678," $21,561.87 ", $-   , $0.17 
5175120H01,DLL,DLL - Linear,Texas Instruments Incorporated,60124," $10,641.95 ", $-   , $0.18 
5175123H01,DLL,DLL - Linear,Sanmina Corporation.,174, $713.40 , $-   , $4.10 
5175127H01,DLL,DLL - Linear,Sanmina Corporation.,174, $316.68 , $-   , $1.82 
5175131H01,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina Corporation.,1006," $8,309.56 ", $-   , $8.26 
5175143H01,DLL,DLL - Linear,Texas Instruments Incorporated,191021," $64,947.14 ", $-   , $0.34 
5175145H01,DLL,DLL - Logic,Texas Instruments Incorporated,60388," $2,369.24 ", $-   , $0.04 
5175149H01,DLL,DLL - Linear,Sanmina Corporation.,174, $582.90 , $-   , $3.35 
5175151H01,DLL,DLL - Linear,Sanmina Corporation.,174, $215.76 , $-   , $1.24 
5175157H01,DLL,DLL - Linear,Sanmina Corporation.,348," $1,044.42 ", $-   , $3.00 
5175177H01,DLL,DLL - Logic,Texas Instruments Incorporated,44258," $3,556.28 ", $-   , $0.08 
5175177H01,DLL,DLL - Logic,Wpg South Asia Pte Ltd,737, $60.07 , $1.84 , $0.08 
5175190H01,VLSI - APPW,VLSI - Audio Codec,Sanmina Corporation.,7496," $19,118.45 ", $-   , $2.55 
5175190H01,VLSI - APPW,VLSI - Audio Codec,Texas Instruments Incorporated,4218," $10,755.90 ", $-   , $2.55 
5175204H01,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina Corporation.,713," $23,450.57 ", $-   , $32.89 
5175207M01,Mech Assembly,Legacy - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,177, $415.33 , $-   , $2.35 
5175237H01,DLL,DLL - Linear,Texas Instruments Incorporated,6410," $1,012.78 ", $-   , $0.16 
5175278H01,DLL,DLL - Linear,Texas Instruments Incorporated,30196," $9,964.68 ", $-   , $0.33 
5175328H01,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,0, $-   , $-   , $-   
5175359H01,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,13," $1,497.16 ", $(0.09), $115.16 
5175422H01,DLL,DLL - Logic,Texas Instruments Incorporated,88, $34.14 , $-   , $0.39 
5175545C01,Mech Assembly,Mechanical Assembly - Subassembly,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
5175545C01-CONV,Mech Assembly,MSA-CONV,Hotayi Electronic (M) Sdn. Bhd.,0, $-   , $-   , $-   
5175771A01,DLL,DLL - Logic,Wpg South Asia Pte Ltd,44322," $6,484.31 ", $(862.91), $0.15 
5175771A04,DLL,DLL - Linear,Wpg South Asia Pte Ltd,1905, $732.66 , $181.74 , $0.38 
5175771A26,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2094," $14,427.66 ", $-   , $6.89 
5175771A30,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,12, $7.08 , $-   , $0.59 
5175771A31,VLSI - APPW,VLSI - Audio Codec,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2152," $1,076.00 ", $-   , $0.50 
5175771A37,DLL,DLL - Linear,Texas Instruments Incorporated,129795," $15,964.79 ", $-   , $0.12 
5175771A40,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina-SCI Systems (Malaysia) Sdn Bhd,12, $81.00 , $-   , $6.75 
5175771A57,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,46460," $28,340.60 ", $-   , $0.61 
5175771A63,DLL,DLL - Linear,Wpg South Asia Pte Ltd,21030," $1,810.68 ", $45.23 , $0.09 
5175771A69,VLSI - Computing,VLSI - Microprocessor,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2152," $37,832.16 ", $2.14 , $17.58 
5175771A74,DLL,DLL - Logic,Texas Instruments Incorporated,13803," $9,858.71 ", $189.90 , $0.71 
5175771A86,Crystals/Filters,Xtal/Filter - VCO,Sanmina Corporation,346," $1,698.17 ", $-   , $4.91 
5175771A86,Crystals/Filters,Xtal/Filter - VCO,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9607," $47,170.37 ", $(19.21), $4.91 
5175771A87,Crystals/Filters,Xtal/Filter - VCO,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2162," $10,615.42 ", $(4.32), $4.91 
5175771A88,Crystals/Filters,Xtal/Filter - VCO,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2162," $10,615.42 ", $(4.32), $4.91 
5175771A91,Crystals/Filters,Xtal/Filter - VCO,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9607," $47,170.37 ", $(19.21), $4.91 
5175771A99,DLL,DLL - Linear,Texas Instruments Incorporated,151212," $17,843.02 ", $-   , $0.12 
5175772B01,DLL,DLL - Linear,Texas Instruments Incorporated,39157," $6,852.48 ", $-   , $0.18 
5175772B02,DLL,DLL - Linear,Texas Instruments Incorporated,480983," $57,717.96 ", $-   , $0.12 
5175772B03,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2094," $17,966.52 ", $-   , $8.58 
5175772B04,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,58271," $78,083.14 ", $-   , $1.34 
5175772B10,DLL,DLL - Linear,Texas Instruments Incorporated,6795," $2,419.02 ", $-   , $0.36 
5175772B34,DLL,DLL - Linear,Texas Instruments Incorporated,27896," $7,755.09 ", $-   , $0.28 
5175772B36,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,12661," $2,405.59 ", $-   , $0.19 
5175772B36,DLL,DLL - Logic,Texas Instruments Incorporated,16251," $3,087.69 ", $-   , $0.19 
5175772B49,DLL,DLL - Logic,Sanmina Corporation.,16, $7.40 , $-   , $0.46 
5175772B56,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,200, $41.14 , $-   , $0.21 
5175772B87,VLSI - Computing,VLSI - Microcontroller,Sanmina Corporation.,5284," $15,587.80 ", $(57.70), $2.95 
5175772B89,DLL,DLL - Linear,Wpg South Asia Pte Ltd,113112," $22,527.31 ", $242.14 , $0.20 
5175772B91,DLL,DLL - Linear,Sanmina Corporation.,12532," $3,133.00 ", $-   , $0.25 
5175982M01,DLL,DLL - Linear,Texas Instruments Incorporated,2247," $1,303.26 ", $-   , $0.58 
5178250A01,DLL,DLL - Linear,Texas Instruments Incorporated,128486," $33,406.36 ", $-   , $0.26 
5178250A01,DLL,DLL - Linear,Wpg South Asia Pte Ltd,47222," $10,517.18 "," $(2,394.99)", $0.17 
5178250A02,DLL,DLL - Linear,Texas Instruments Incorporated,176009," $44,882.29 ", $-   , $0.26 
5178250A03,DLL,DLL - Linear,Texas Instruments Incorporated,19062," $4,670.19 ", $-   , $0.25 
5178271A01,DLL,DLL - Linear,Pan International Electronics (Malaysia) Sdn Bhd,2740," $1,479.60 ", $-   , $0.54 
5178271A01,DLL,DLL - Linear,Texas Instruments Incorporated,5884," $2,942.00 ", $-   , $0.50 
5178271A01,DLL,DLL - Linear,Wpg South Asia Pte Ltd,26842," $14,494.68 ", $-   , $0.54 
5178286A01,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,3285," $3,547.80 ", $-   , $1.08 
5178297A01,Memory,Memory - DRAM,Sanmina-SCI Systems (Malaysia) Sdn Bhd,30, $27.30 , $-   , $0.91 
5178328A01,Memory,Memory - Flash,Sanmina-SCI Systems (Malaysia) Sdn Bhd,45960," $39,066.00 ", $-   , $0.85 
5178349A01,DLL,DLL - Linear,Texas Instruments Incorporated,4774," $5,012.70 ", $-   , $1.05 
5178357A01,DLL,DLL - Linear,Texas Instruments Incorporated,1, $0.60 , $(0.12), $0.60 
5178367A01,VLSI - APPW,VLSI - Audio Codec,Sanmina-SCI Systems (Malaysia) Sdn Bhd,297, $816.75 , $-   , $2.75 
5178395A01,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,15024," $1,502.40 ", $-   , $0.10 
5178395A01,DLL,DLL - Logic,Texas Instruments Incorporated,9591, $959.10 , $-   , $0.10 
5178459A01,DLL,DLL - Linear,Texas Instruments Incorporated,6741," $4,813.07 ", $-   , $0.71 
517994-004-00,Passives,Passive - Capacitor - Ceramic,Sanmina Corporation,74, $0.68 , $-   , $0.01 
517994-040-00,Passives,Passive - Capacitor - Ceramic,Sanmina Corporation,74, $0.66 , $-   , $0.01 
517994-062-00,Passives,Passive - Capacitor - Ceramic,Sanmina Corporation,74, $0.68 , $-   , $0.01 
517994-064-00,Passives,Passive - Capacitor - Ceramic,Sanmina Corporation,74, $0.68 , $-   , $0.01 
517994-067-00,Passives,Passive - Capacitor - Ceramic,Sanmina Corporation,74, $0.68 , $-   , $0.01 
5180057S01,DLL,DLL - Linear,Sanmina Corporation.,23, $42.55 , $-   , $1.85 
5180057S02,VLSI - RF,VLSI - ASIC,Sanmina Corporation.,76, $119.32 , $-   , $1.57 
5180135C08,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5180483L12,DLL,DLL - Linear,Sanmina Corporation.,45, $70.20 , $-   , $1.56 
5180483L13,DLL,DLL - Linear,Texas Instruments Incorporated,4486," $3,252.35 ", $17.10 , $0.73 
5180483L15,DLL,DLL - Linear,Sanmina Corporation.,47, $18.80 , $-   , $0.40 
5180569P03,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5180621Y13,Mech Assembly,Mechanical Assembly - Subassembly,Sanmina Corporation.,4212," $12,817.12 ", $-   , $3.04 
5182043W01,DLL,DLL - Logic,Sanmina Corporation.,-16, $(12.40), $-   , $0.78 
5182046W01,DLL,"DLL - Linear - Clock generators, Timers",Sanmina Corporation.,-2, $(1.38), $-   , $0.69 
5182135Y01,DLL,DLL - Linear,Sanmina Corporation.,157, $797.39 , $-   , $5.08 
5182142K02,Passives,Passive - Resistor - Array,Sanmina Corporation.,0, $-   , $-   , $-   
5182142K06,Passives,Passive - Resistor - Array,Sanmina Corporation.,0, $-   , $-   , $-   
5182263Y02,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5182276R73,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $0.41 
5182276R74,DLL,DLL - Linear,Sanmina Corporation.,-6, $(1.26), $-   , $0.21 
5182276R78,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5182276R82,DLL,DLL - Linear,Sanmina Corporation.,94, $39.39 , $-   , $0.42 
5182276R88,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5182343Y03,DLL,DLL - Logic,Texas Instruments Incorporated,7515," $7,139.25 ", $-   , $0.95 
5182374Y01,DLL,DLL - Linear,Texas Instruments Incorporated,225, $283.50 , $-   , $1.26 
5182384W02,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $55.35 , $-   , $6.15 
5182389Y01,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina Corporation.,0, $-   , $-   , $-   
5182427Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5182446Y01,DLL,DLL - Discrete - Rectifier,Sanmina Corporation.,0, $-   , $-   , $-   
5182460V02,DLL,DLL - Linear,Texas Instruments Incorporated,0, $-   , $-   , $-   
5182476Y02,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5182550Y02,DLL,DLL - Logic,Sanmina Corporation.,170, $15.81 , $-   , $0.09 
5182550Y02,DLL,DLL - Logic,Texas Instruments Incorporated,18, $1.67 , $-   , $0.09 
5182550Y03,DLL,DLL - Logic,Sanmina Corporation.,-2, $(0.16), $-   , $0.08 
5182550Y04,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5182550Y09,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $0.19 
5182561W01,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,0, $-   , $-   , $34.83 
5182604Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $0.16 
5182631Y02,VLSI - RF,VLSI - ASIC,Sanmina Corporation.,0, $-   , $-   , $-   
5182635Y09,Memory,Memory - DRAM,Sanmina Corporation.,0, $-   , $-   , $-   
5182718X01,VLSI - APPW,VLSI - Audio Codec,Sanmina Corporation.,0, $-   , $-   , $9.64 
5182802R38,DLL,DLL - Linear,Sanmina Corporation.,-2, $(2.80), $-   , $1.40 
5182807Y01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5182928X01,EMS,EMS - Assembly,Sanmina Corporation.,0, $-   , $-   , $3.51 
5182952X01,DLL,DLL - Linear,Texas Instruments Incorporated,-2, $(1.40), $-   , $0.70 
5182964Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5182964Y02,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5182964Y04,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5183070Y01,Crystals/Filters,Xtal/Filter - Xtal Oscillator,Sanmina Corporation.,-2, $(39.00), $-   , $19.50 
5183116Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5183136Y01,Memory,Memory - SRAM,Sanmina Corporation.,7, $3.57 , $-   , $0.51 
5183165Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5183166Y02,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5183213Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5183217Y01,DLL,"DLL - Linear - Clock generators, Timers",Sanmina Corporation.,0, $-   , $-   , $-   
5183222M75,DLL,DLL - Linear,Sanmina Corporation.,7, $0.98 , $-   , $0.14 
5183222M84,DLL,DLL - Linear,Texas Instruments Incorporated,14, $1.61 , $-   , $0.12 
5183222M95,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5183273Y01,DLL,DLL - Discrete - Rectifier,Wpg South Asia Pte Ltd,12494, $393.56 , $-   , $0.03 
5183308X01,DLL,DLL - Linear,Texas Instruments Incorporated,664, $211.82 , $-   , $0.32 
5183513Y01,VLSI - RF,VLSI - RFIC,Sanmina Corporation.,232, $890.88 , $-   , $3.84 
5183516Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5183529Y01,VLSI - Computing,VLSI - Microcontroller,Sanmina Corporation.,0, $-   , $-   , $-   
5183529Y02,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,174," $11,778.06 ", $-   , $67.69 
5183532Y01,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina Corporation.,0, $-   , $-   , $-   
5183539M01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5183556Y01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5183624Y01,Memory,Memory - Flash,Sanmina Corporation.,0, $-   , $-   , $-   
5183625M66,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,0, $-   , $-   , $-   
5183676Y01,Memory,Memory - Flash,Sanmina Corporation.,66, $96.74 , $-   , $1.47 
5183677Y01,Memory,Memory - Flash,Sanmina Corporation.,0, $-   , $-   , $-   
5183808P54,DLL,DLL - Logic,Sanmina Corporation.,7, $1.69 , $-   , $0.24 
5183891Y01,DLL,DLL - Linear,Texas Instruments Incorporated,1838," $2,389.40 ", $-   , $1.30 
5183902Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5183903Y01,DLL,DLL - Logic,Texas Instruments Incorporated,174," $1,033.73 ", $-   , $5.94 
5183904Y01,DLL,DLL - Logic,Sanmina Corporation.,93, $23.62 , $-   , $0.25 
5183904Y01,DLL,DLL - Logic,Texas Instruments Incorporated,81, $20.57 , $-   , $0.25 
5183905Y01,DLL,DLL - Logic,Sanmina Corporation.,291, $23.28 , $-   , $0.08 
5183905Y01,DLL,DLL - Logic,Texas Instruments Incorporated,243, $19.44 , $-   , $0.08 
5183908Y01,DLL,DLL - Logic,Sanmina Corporation.,372, $129.83 , $-   , $0.35 
5183908Y01,DLL,DLL - Logic,Texas Instruments Incorporated,324, $113.08 , $-   , $0.35 
5183909Y01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5183950Y01,DLL,DLL - Logic,Sanmina Corporation.,93, $19.25 , $(2.51), $0.21 
5183950Y01,DLL,DLL - Logic,Texas Instruments Incorporated,81, $16.77 , $(2.19), $0.21 
5183977M38,EMS,EMS - Assembly,Sanmina Corporation.,0, $-   , $-   , $-   
5183985Y01,DLL,DLL - Linear - Safety IC,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K06,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K13,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K14,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K27,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K29,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K34,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K35,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K56,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K59,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K79,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184118K80,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184136Y01,DLL,DLL - Logic,Sanmina Corporation.,-3, $(0.30), $-   , $0.10 
5184156Y01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184199Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5184244Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5184245Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5184258Y01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184259Y01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184287Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5184288T01,DLL,DLL - Linear,Texas Instruments Incorporated,-8, $(1.85), $-   , $0.23 
5184293T02,Memory,Memory - EPROM,Sanmina Corporation.,150, $330.03 , $0.65 , $2.20 
5184315Y02,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation,20, $138.00 , $-   , $6.90 
5184315Y02,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,869," $5,996.10 ", $-   , $6.90 
5184334Y01,DLL,DLL - Linear,Texas Instruments Incorporated,20525," $6,280.65 ", $-   , $0.31 
5184334Y03,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,36, $23.40 , $-   , $0.65 
5184335Y01,DLL,DLL - Linear,Texas Instruments Incorporated,10803," $24,347.04 ", $931.98 , $2.34 
5184343Y01,Memory,Memory - DRAM,Sanmina Corporation.,0, $-   , $-   , $-   
5184387T01,Passives,Passive - Resistor - Array,Sanmina Corporation.,0, $-   , $-   , $-   
5184390Y01,DLL,DLL - Linear,Sanmina Corporation.,6, $6.78 , $-   , $1.13 
5184391Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
